Chapter,Text,Concepts
slp-7,"often we want to know more than just the correct classification of an observation. we want to know why the classifier made the decision it did. that is, we want out decision to be interpretable. interpretability can be hard to define strictly, but the core idea is that as humans we should know why our algorithms reach the conclu- sions they do. because the features to logistic regression are often human-designed. one way to understand a classifier’s decision is to understand the role each feature plays in the decision. logistic regression can be combined with statistical tests (the likelihood ratio test, or the wald test); investigating whether a particular feature is significant by one of these tests, or inspecting its magnitude (how large is the weight",interpretable
slp-7,"in this section we give the derivation of the gradient of the cross-entropy loss func- tion lcg for logistic regression. let’s start with some quick calculus refreshers. first, the derivative of in(x):",logistic regression
slp-7,"finally, the chain rule of derivatives. suppose we are computing the derivative of a composite function f(x) = u(v(x)). the derivative of f(x) is the derivative of u(x) with respect to v(x) times the derivative of v(x) with respect to x",chain rule
slp-7,"speech processing, both of which had made use of regression, and both of which lent many other statistical techniques to nlp. indeed a very early use of logistic regression for document routing was one of the first nlp applications to use (lsi) embeddings as word representations (schiitze et al., 1995).",logistic regression
,"to visualize how perplexity can be computed as a function of the probabilities our lm will compute for each new word, we can use the chain rule to expand the com- putation of probability of the test set:",perplexity
,predict the next word (rather than feeding the model its best case from the previou: time step) is called teacher forcing.,teacher forcing
,"the final layer matrix v provides a way to score the likelihood of each word in the vocabulary given the evidence present in the final hidden layer of the network through the calculation of vh. this results in a dimensionality |v| x dy. that is, the rows of v provide a second set of learned word embeddings that capture relevant aspects of word meaning and function. this leads to an obvious question — is it even necessary to have both? weight tying is a method that dispenses with this redundancy and simply uses a single set of embeddings at the input and softmax layers. that is, we dispense with v and use £ in both the start and end of the computation.","weight tying, embeddings"
,"sion to depend on information from hundreds of words in the past. the transfor offers new mechanisms (self-attention and positional encodings) that help repre time and help focus on how words relate to each other over long distances. v see how to apply both models to the task of language modeling, to sequence n eling tasks like part-of-speech tagging, and to text classification tasks like sentin analysis.","words, self-attention"
,"in sequence labeling, the network’s task is to assign a label chosen from a smal fixed set of labels to each element of a sequence, like the part-of-speech tagging anc named entity recognition tasks from chapter 8. in an rnn approach to sequence labeling, inputs are word embeddings and the outputs are tag probabilities generatec by a softmax layer over the given tagset, as illustrated in fig. 9.7.",embeddings
,"ihe weights in the network are adjusted to minimize the average ch loss over the training sequence via gradient descent. fig. 9.6 illustrates this training regimen. careful readers may have noticed that the input embedding matrix e and the final layer matrix v, which feeds the output softmax, are quite similar. the columns of e represent the word embeddings for each word in the vocabulary learned during the training process with the goal that words that have similar meaning and function will have similar embeddings. and, since the length of these embeddings corresponds to the size of the hidden layer dj, the shape of the embedding matrix e is d, x |v].","words, embeddings"
,"recall that we evaluate language models by examining how well they predict unseen text. intuitively, good models are those that assign higher probabilities to unseen data (are less surprised when encountering the new words).",words
,rated = part-of-speech tagging as sequence labeling with a simple rnn. pre-traine word embeddings serve as inputs and a softmax layer provides a probability distribution ove the part-of-speech tags as output at each time step.,embeddings
,"simplified sketch of a feedforward neural language model moving through a text. at each time step ¢ the network converts n context words, each to a d-dimensional embedding, and concatenates the n embeddings together to get the nd x 1 unit input vector x for the network. the output of the network is a probability distribution over the vocabulary representing the model’s belief with respect to each word being the next possible word.","words, embeddings"
,"in this figure, the inputs at each time step are pre-trained word embeddings cor- responding to the input tokens. the rnn block is an abstraction that represents an unrolled simple recurrent network consisting of an input layer, hidden layer, and output layer at each time step, as well as the shared u, v and w weight matrices that comprise the network. the outputs of the network at each time step represent the distribution over the pos tagset generated by a softmax layer.",embeddings
,"another option, instead of using just the last token h, to represent the whole sequence, is to use some sort of pooling function of all the hidden states h; for each word i in the sequence. for example, we can create a representation that pools all the n hidden states by taking their element-wise mean:",pooling
,"stacked rnns generally outperform single-layer networks. one reason for thi success seems to be that the network induces representations at differing levels o abstraction across layers. just as the early stages of the human visual system detec edges that are then used for finding larger regions and shapes, the initial layers o stacked networks can induce representations that serve as useful abstractions fo further layers—representations that might prove difficult to induce in a single rnn the optimal number of stacked rnns is specific to each application and to eac training set. however, as the number of stacks is increased the training costs ris quickly.",stacked rnns
,"in our examples thus far, the inputs to our rnns have consisted of sequences o word or character embeddings (vectors) and the outputs have been vectors useful fo: predicting words, tags or sequence labels. however, nothing prevents us from usin; the entire sequence of outputs from one rnn as an input sequence to another one stacked rnns consist of multiple networks where the output of one layer serves a: the input to a subsequent layer, as shown in fig. 9.10.",stacked rnns
,"the first gate we’ll consider is the forget gate. the purpose of this gate to delet information from the context that is no longer needed. the forget gate computes < weighted sum of the previous state’s hidden layer and the current input and passe: that through a sigmoid. this mask is then multiplied element-wise by the contex vector to remove the information from context that is no longer required. element wise multiplication of two vectors (represented by the operator ©, and sometime: called the hadamard product) is the vector of the same dimension as the two inpu vectors, where each element i is the product of element i in the two input vectors:",forget gate
,the final gate we’ ll use is the output gate which is used to decide what informa- tion is required for the current hidden state (as opposed to what information needs to be preserved for future decisions).,output gate
,"transformers map sequences of input vectors (x1, ..., x, ) to sequences of out- put vectors (y1, ..., yn) of the same length. transformers are made up of stacks of transformer blocks, which are multilayer networks made by combining simple lin- ear layers, feedforward networks, and self-attention layers, the key innovation of transformers. self-attention allows a network to directly extract and use information from arbitrarily large contexts without the need to pass it through intermediate re- current connections as in rnns. we’ll start by describing how self-attention works and then return to how it fits into larger transformer blocks.","self-attention, transformers"
,"fig. 9.15 illustrates the flow of information in a single causal, or backward look. ing, self-attention layer. as with the overall transformer, a self-attention layer map: input sequences (x1, ..., x, ) to output sequences of the same length (y1, ..., ¥n). wher processing each item in the input, the model has access to all of the inputs up to anc including the one under consideration, but no access to information about input: beyond the current one. in addition, the computation performed for each item i:",self-attention
,"while the addition of gates allows lstms to handle more distant information thar rnns, they don’t completely solve the underlying problem: passing informatior through an extended series of recurrent connections leads to information loss and difficulties in training. moreover, the inherently sequential nature of recurrent net- works makes it hard to do computation in parallel. these considerations led to the development of transformers — an approach to sequence processing that eliminates recurrent connections and returns to architectures reminiscent of the fully connected networks described earlier in chapter 7.",transformers
,"layer normalization (or layer norm) is one of many forms of normalization that can be used to improve training performance in deep neural networks by keeping the values of a hidden layer in a range that facilitates gradient-based training. layet norm is a variation of the standard score, or z-score, from statistics applied to a single hidden layer. the first step in layer normalization is to calculate the mean, lu. and standard deviation, o, over the elements of the vector to be normalized. given a hidden layer with dimensionality d;, , these values are calculated as follows.",layer norm
,"transformers can also be used for sequence labeling tasks (like part-of-speech tag ging or named entity tagging) and sequence classification tasks (like sentiment clas. sification), as we’ll see in detail in chapter 11. just to give a preview, however, we don’t directly train a raw transformer on these tasks. instead, we use a technique called pretraining, in which we first train a transformer language model on a largé corpus of text, in a normal self-supervised way, and only afterwards add a linear o: feedforward layer on top that we finetune on a smaller dataset hand-labeled wit nart-of-sneech or sentiment labels. pretrainine on larce amounts of data via the","finetune, pretraining"
,"the role of context is also important in the similarity of a less biological kind of organism: the word. words that occur in similar contexts tend to have similar meanings. this link between similarity in how words are distributed and similarity in what they mean is called the distributional hypothesis. the hypothesis was first formulated in the 1950s by linguists like joos (1950), harris (1954), and firth",distributional hypothesis
,synonymy one important component of word meaning is the relationship be- tween word senses. for example when one word has a sense whose meaning is,synonymy
,"here the form mouse is the lemma, also called the citation form. the form mouse would also be the lemma for the word mice; dictionaries don’t have separate definitions for inflected forms like mice. similarly sing is the lemma for sing, sang, sung. in many languages the infinitive form is used as the lemma for the verb, so spanish dormir “to sleep” is the lemma for duermes “you sleep”. the specific forms sung or carpets or sing or duermes are called wordforms.","wordform, citation form, lemma"
,"in this section we summarize some of these desiderata, drawing on results in the linguistic study of word meaning, which is called lexical semantics; we’|l return to and expand on this list in chapter 18 and chapter 10.",lexical semantics
,"word similarity while words don’t have many synonyms, most words do have lots of similar words. cat is not a synonym of dog, but cats and dogs are certainly similar words. in moving from synonymy to similarity, it will be useful to shift fron talking about relations between word senses (like synonymy) to relations betweer words (like similarity). dealing with words avoids having to commit to a particula: representation of word senses, which will turn out to simplify our task.",similarity
,one common kind of relatedness between words is if they belong to the same semantic field. a semantic field is a set of words which cover a particular semantic,semantic field
,"tenets of semanucs, called he principle of contrast (glrard 1/16, dreal 167/, clark 1987), states that a difference in linguistic form is always associated with some dif- ference in meaning. for example, the word h20 is used in scientific contexts and would be inappropriate in a hiking guide—water would be more appropriate— and this genre difference is part of the meaning of the word. in practice, the word syn- onyn is therefore used to describe a relationship of approximate or rough synonymy.",principle of contrast
,"semantic frames and roles closely related to semantic fields is the idea of a semantic frame. a semantic frame is a set of words that denote perspectives o1 participants in a particular type of event. a commercial transaction, for example, is a kind of event in which one entity trades money to another entity in return fot some good or service, after which the good changes hands or perhaps the service is performed. this event can be encoded lexically by using verbs like buy (the event from the perspective of the buyer), se// (from the perspective of the seller), pay (focusing on the monetary aspect), or nouns like buyer. frames have semantic roles (like buyer, seller, goods, money), and words in a sentence can take on these roles.","semantic frame, semantic frames and roles"
,"connotation finally, words have affective meanings or connotations. the word connotation has different meanings in different fields, but here we use it to mean the aspects of a word’s meaning that are related to a writer or reader’s emotions, sentiment, opinions, or evaluations. for example some words have positive conno- tations (happy) while others have negative connotations (sad). even words whose meanings are similar in other ways can vary in connotation; consider the difference in connotations between fake, knockoff, forgery, on the one hand, and copy, replica, reproduction on the other, or innocent (positive connotation) and naive (negative connotation). some words describe positive evaluation (great, love) and others neg- ative evaluation (terrible, hate). positive or negative evaluation language is called sentiment, as we saw in chapter 4, and word sentiment plays a role in important tasks like sentiment analysis, stance detection, and applications of nlp to the lan- guage of politics and consumer reviews.","connotations, sentiment, connotation"
,"domain and bear structured relations with each other. for example, words might be related by being in the semantic field of hospitals (surgeon, scalpel, nurse, anes- thetic, hospital), restaurants (waiter, menu, plate, food, chef), or houses (door, roof, kitchen, family, bed). semantic fields are also related to topic models, like latent dirichlet allocation, lda, which apply unsupervised learning on large sets of texts to induce sets of associated words from text. semantic fields and topic models are",topic models
,"vectors semantics is the standard way to represent word meaning in nlp, helpin; us model many of the aspects of word meaning we saw in the previous section. th« roots of the model lie in the 1950s when two big ideas converged: osgood’s 195’ idea mentioned above to use a point in three-dimensional space to represent thé connotation of a word, and the proposal by linguists like joos (1950), harris (1954) and firth (1957) to define the meanino of a word hv its distri tian in lanonaos",semantics
,"the idea of vector semantics is to represent a word as a point in a multidimen- sional semantic space that is derived (in ways we’ll see) from the distributions of word neighbors. vectors for representing words are called embeddings (although the term is sometimes more strictly applied only to dense vectors like word2vec (section 6.8), rather than sparse tf-idf or ppmi vectors (section 6.3-section 6.6)). the word “embedding” derives from its mathematical sense as a mapping from one space or structure to another, although the meaning has shifted; see the end of the chapter.","vector semantics, embeddings, vector semantics"
,"vector or distributional models of meaning are generally based on a co-occurrence matrix, a way of representing how often words co-occur. we’ ll look at two popular matrices: the term-document matrix and the term-term matrix.",term-document matrix
,"ee meet neuen, serena ce rae enc a eee rr rs ar avr er rrr na a: term-document matrices were originally defined as a means of finding similar documents for the task of document information retrieval. two documents that are similar will tend to have similar words, and if two documents have similar words their column vectors will tend to be similar. the vectors for the comedies as you like it [1, 114, 36, 20] and twelfth night [0, 80, 58, 15] look a lot more like each other (more fools and wit than battles) than they look like julius caesar [7, 62, 1, 2] or henry v [13, 89, 4, 3]. this is clear with the raw numbers; in the first dimension (battle) the comedies have low numbers and the others have high numbers, and we can see it visually in fig. 6.4; we’ll see very shortly how to quantify this intuition more formally.",vector
,"nes sits oe a wg: bor ste ass the ordering of the numbers in a vector space indicates different meaningful di- mensions on which documents vary. thus the first dimension for both these vectors corresponds to the number of times the word battle occurs, and we can compare each dimension, noting for example that the vectors for as you like it and twelfth night have similar values (1 and 0, respectively) for the first dimension.",vector space
,"the term-document matrix of fig. 6.2 was first defined as part of the vector space model of information retrieval (salton, 1971). in this model, a document is represented as a count vector, a column in fig. 6.3. vg to review some basic linear algebra, a vector is, at heart, just a list or array of 6 el",vector space model
,"number of documents can be enormous (think about all the pages on the web). information retrieval (ir) is the task of finding the document d from the d documents in some collection that best matches a query g. for ir we’ ll therefore also represent a query by a vector, also of length |v|, and we’ll need a way to compare two vectors to find how similar they are. (doing ir will also require efficient ways to store and manipulate these vectors by making use of the convenient fact that these vectors are sparse. i.e.. mostly zeros).",information retrieval
,"we’ve seen that documents can be represented as vectors in a vector space. bu vector semantics can also be used to represent the meaning of words. we do thi by associating each word with a word vector— a row vector rather than a colum vector, hence with different dimensions, as shown in fig. 6.5. the four dimension of the vector for fool, [36, 58, 1, 4], correspond to the four shakespeare plays. wor counts in the same four dimensions are used to form the vectors for the other | words: wit, [20, 15, 2, 3]; battle, [1, 0, 7, 13]; and good [114, 80, 62, 89].",row vector
,"to measure similarity between two target words v and w, we need a metric that takes two vectors (of the same dimensionality, either both with words as dimensions, hence of length |v|, or both with documents as dimensions as documents, of length |d|) and gives a measure of their similarity. by far the most common similarity metric is the cosine of the angle between the vectors.",cosine
,"this raw dot product, however, has a problem as a similarity metric: it favors long vectors. the vector length is defined as",vector length
,"for some applications we pre-normalize each vector, by dividing it by its length, creating a unit vector of length 1. thus we could compute a unit vector from a by dividing it by |a|. for unit vectors, the dot product is the same as the cosine. the cosine value ranges from | for vectors pointing in the same direction, through 0 for orthogonal vectors, to -1 for vectors pointing in opposite directions. but since raw frequency values are non-negative, the cosine for these vectors ranges from 0-1. neste a tocorcs coe face ih el bn cur esnan",unit vector
,"cei a a ut, lu te) lh dt, a ou ud the second factor in tf-idf is used to give a higher weight to words that occur only in a few documents. terms that are limited to a few documents are useful for discriminating those documents from the rest of the collection; terms that occur frequently across the entire collection aren’t as helpful. the document frequency df, of a term f is the number of documents it occurs in. document frequency is not the same as the collection frequency of a term, which is the total number of times the word appears in the whole collection in any document. consider in the collection of shakespeare’s 37 plays the two words romeo and action. the words have identical collection frequencies (they both occur 113 times in all the plays) but very different document frequencies, since romeo only occurs in a single play. if our goal is to find documents about the romantic tribulations of romeo, the word romeo should be highly weighted, but not action:",document frequency
,"st is the term frequency (luhn, 1957): the frequency of the word f in the 1. we can just use the raw count as the term frequency:",term frequency
,"the tf-idf weighting is the way for weighting co-occurrence matrices in infor mation retrieval, but also plays a role in many other aspects of natural languag processing. it’s also a great baseline, the simple thing to try first. we'll look at othe weightings like ppmi (positive pointwise mutual information) in section 6.6.",tf-idf
,"in a confusion of terminology, fano used the phrase mutual information to refer to what we now cal pointwise mutual information and the phrase expectation of the mutual information for what we now cal pase ei a pe",pointwise mutual information
,"thus for example we could compute ppmi(information, data), assuming we pre- ended that fig. 6.6 encompassed all the relevant word contexts/dimensions, as fol-",ppmi
,"the tf-idf model of meaning is often used for document functions like deciding if two documents are similar. we represent a document by taking the vectors of all the words in the document, and computing the centroid of all those vectors. the centroid is the multidimensional version of the mean; the centroid of a set of vectors is a single vector that has the minimum sum of squared distances to each of the vectors in the set. given k word vectors w1, w2, ..., wk, the centroid document vector d","centroid, document vector"
,"the revolutionary intuition here is that we can just use running text as implicitly supervised training data for such a classifier; a word c that occurs near the targe word apricot acts as gold ‘correct answer’ to the question “is word c likely to shov up near apricot?” this method, often called self-supervision, avoids the need fo: any sort of hand-labeled supervision signal. this idea was first proposed in the task of neural language modeling, when bengio et al. (2003) and collobert et al. (2011 showed that a neural language model (a neural network that learned to predict th«",self-supervision
,"visualizing embeddings is an important goal in helping understand, apply, and improve these models of word meaning. but how can we visualize a (for example) 100-dimensional vector?",visualizing embeddings
,"then a skipgram embedding is learned for each constituent n-gram, and the word where is represented by the sum of all of the embeddings of its constituent n-grams. unknown words can then be presented only by the sum of the constituent n-grams. a fasttext open-source library, including pretrained embeddings for 157 languages, ee exmrenn past in aylilll aie dread. eek",fasttext
,in this section we briefly summarize some of the semantic properties of embeddings that have been studied.,semantic properties of embeddings
,"aus diso oleh usclul lo gisums uist ewo kings of stlab ity of dssoclduoll delwccil words (schiitze and pedersen, 1993). two words have first-order co-occurrence ‘sometimes called syntagmatic association) if they are typically nearby each other. thus wrote is a first-order associate of book or poem. two words have second-order co-occurrence (sometimes called paradigmatic association) if they have similar aeighbors. thus wrote is a second-order associate of words like said or remarked.",first-order co-occurrence
,"analogy/relational similarity: © another semantic property of embeddings 1s their ability to capture relational meanings. in an important early vector space model of cognition, rumelhart and abrahamson (1973) proposed the parallelogram model for solving simple analogy problems of the form a is to b as a* is to what?. in such problems, a system given a problem like apple:tree::grape: ?, i.e., apple is to tree as grape is to , and must fill in the word vine. in the parallelogram model, illus- trated in fig. 6.15, the vector from the word apple to the word tree (= tree — apple) is added to the vector for grape (grapé); the nearest word to that point is returned. in early work with sparse embeddings, scholars showed that sparse vector mod-",parallelogram model
,"hh ee dee 5 ee ee eee eee). ee ee se father’ is to ‘doctor’ as ‘mother’ is to ‘nurse’. this could result in what crawford 2017) and blodgett et al. (2020) call an allocational harm, when a system allo- ates resources (jobs or credit) unfairly to different groups. for example algorithms hat use embeddings as part of a search for hiring potential programmers or doctors night thus incorrectly downweight documents with women’s names. it turns out that embeddings don’t just reflect the statistics of their input, but also",allocational harm
,"(gonen and goldberg, 2019), and this remains an open problem. historical embeddings are also being used to measure biases in the past. garg et al. (2018) used embeddings from historical texts to measure the association be- tween embeddings for occupations and embeddings for names of various ethnici- ties or genders (for example the relative cosine similarity of women’s names versus men’s to occupation words like ‘librarian’ or ‘carpenter’) across the 20th century they found that the cosines correlate with the empirical historical percentages ot women or ethnic groups in those occupations. historical embeddings also repli- cated old surveys of ethnic stereotypes; the tendency of experimental participants ir 1933 to associate adjectives like ‘industrious’ or ‘superstitious’ with, e.g., chinese ethnicity, correlates with the cosine between chinese last names and those adjectives using embeddings trained on 1930s text. they also were able to document historical gender biases, such as the fact that embeddings for adjectives related to competence (‘smart’, ‘wise’, ‘thoughtful’, ‘resourceful’) had a higher cosine with male than fe- male words, and showed that this bias has been slowly decreasing since 1960. we return in later chapters to this question about the role of bias in natural language processing.",garg
,"recent research focuses on ways to try to remove these kinds of biases, for example by developing a transformation of the embedding space that removes gen- der stereotypes but preserves definitional gender (bolukbasi et al. 2016, zhao et al. 2017) or changing the training procedure (zhao et al., 2018). however, although these sorts of debiasing may reduce bias in in embeddings, they do not eliminate it",debiasing
,"mechanical indexing, now known as information retrieval. in what became known as the vector space model for information retrieval (salton 1971, sparck jones 1986), researchers demonstrated new ways to define the meaning of words in terms of vectors (switzer, 1965), and refined methods for word similarity based on mea- sures of statistical association between words like mutual information (giuliano, 1965) and idf (sparck jones, 1972), and showed that the meaning of documents could be represented in the same vector spaces used for words.",mechanical indexing
,"the dimensions used by vector models of meaning to define words, however, are only abstractly related to this idea of a small fixed number of hand-built dimensions. nonetheless, there has been some attempt to show that certain dimensions of em- bedding models do contribute some specific compositional aspect of meaning like these early semantic features.",semantic feature
19_1,"this chapter assumes little prior knowledge on the part of the agent: it starts from scratch and learns from the data. in section 21.7.2'5 we consider transfer learning, in which knowledge from one domain is transferred to a new domain, so that learning can proceed faster with less data. we do assume, however, that the designer of the system chooses a model framework that can lead to effective learning.",prior knowledge
,"when the output is one of a finite set of values (such as sunny/cloudy/rainy or true/false), the learning problem is called classification. when it is a number (such as tomorrow’s temperature, measured either as an integer or a real number), the learning problem has t! (admittedly obscure!) name reeression.",classification
,"1a better name would have been function approximation or numeric prediction. but in 1886 francis galton wrote an influential article on the concept of regression to the mean (e.g., the children of tall parents are likely to be taller than average, but not as tall as the parents). galton showed plots with what he called “regression lines, ” and readers came to associate the word “regression” with the statistical technique of function approximation rather than with the topic of regression to the mean.",regression
,"in supervised learning the agent observes input-output pairs and learns a function that maps from input to output. for example, the inputs could be camera images, each one accompanied by an output saying “bus” or “pedestrian, ” etc. an output like this is callec a label. the agent learns a function that, when given a new image, predicts the appropriate label. in the case of braking actions (component 1 above), an input is the current state (speed and direction of the car, road condition), and an output is the distance it took to stop. in this case a set of output values can be obtained by the agent from its own percepts (after the fact); the environment is the teacher, and the agent learns a function that maps states to stopping distance.","supervised learning, label"
,"In unsupervised learning the agent learns patterns in the input without any explicit feedback. The most common unsupervised learning task is clustering: detecting potentially useful clusters of input examples. For example, when shown millions of images taken from the Internet, a computer vision system can identify a large cluster of similar images which an English speaker would call “cats.”","unsupervised learning, feedback"
,"In reinforcement learning the agent learns trom a series of reintorcements. rewards « punishments. for example, at the end of a chess game the agent is told that it has wo (a reward) or lost (a punishment). it is up to the agent to decide which of the actions prior to the reinforcement were most responsible for it, and to alter its actions to aim towardc more rewards in the filtiure.","reinforcement learning, Feedback"
,"the function h is called a hypothesis about the world. it is drawn from a hypothesis space h of possible functions. for example, the hypothesis space might be the set of polynomials of degree 3: or the set of javascript functions: or the set of 3-sat boolean logic formulas.",hypothesis space
,how do we choose a good hypothesis from within the hypothesis space? we could hope for a consistent hypothesis: and h such that each 2; in the training set has h(«;) = y;. with continuous-valued outputs we can’t expect an exact match to the ground truth; instead we look for a best-fit function for which each h(z;) is close to y; (in a way that we will formalize in section 19.4.2!b).,"ground truth, consistent hypothesis"
,"How do we choose a hypothesis space? We might have some prior knowledge about the process that generated the data. If not, we can perform exploratory data analysis: examining the data with statistical tests and visualizations—histograms, scatter plots, box plots—to get a feel for the data, and some insight into what hypothesis space might be appropriate. Or we can just try multiple hypothesis spaces and evaluate which one works best.",exploratory data analysis
,"(he true measure of a hypothesis is not how it does on the training set, but rather how we t handles inputs it has not yet seen. we can evaluate that with a second sample of (x;, y;) airs called a test set. we say that h generalizes well if it accurately predicts the outputs o:",test set
,one way to analyze hypothesis spaces is by the bias they impose (regardless of the training data eat) and the vwannancea they pradice (fram one traiminoe eat tr anather),bias
,"by bias we mean (loosely) the tendency of a predictive hypothesis to deviate from the expected value when averaged over different training sets. bias often results from restrictions imposed by the hypothesis space. for example, the hypothesis space of linear functions induces a strong bias: it only allows functions consisting of straight lines. if there are any patterns in the data other than the overall slope of a line, a linear function will not be able to represent those patterns. we say that a hypothesis is underfitting when it fails t find a pattern in the data. on the other hand, the piecewise linear function has low bias; th shape of the function is driven by the data.",underfitting
,"by variance we mean the amount of change in the hypotnesis due to fluctuation in the training data. the two rows of figure 19.1 represent data sets that were each sampled from the same f(x) function. the data sets turned out to be slightly different. for the first three columns, the small difference in the data set translates into a small difference in the hypothesis. we call that low variance. but the degree-12 polynomials in the fourth column have high variance: look how different the two functions are at both ends of the a-axis. clearly, at least one of these polynomials must be a poor approximation to the true f(«). w say a function is overfitting the data when it pays too much attention to the particular data sp i an ela a om ca","variance, overfitting"
,"a decision tree is a representation of a function that maps a vector of attribute values to a single output value—a “decision.” a decision tree reaches its decision by performing a sequence of tests, starting at the root and following the appropriate branch until a leaf is reached. each internal node in the tree corresponds to a test of the value of one of the input attributes, the branches from the node are labeled with the possible values of the attribute, and the leaf nodes specify what value is to be returned bv the function.",decision tree
,"in general, the input and output values can be discrete or conunuous, but for now we will consider only inputs consisting of discrete values and outputs that are either true (a positive example) or false (a negative example). we call this boolean classification. we will use j to index the examples (x; is the input vector for the jth example and yj; is the output), and xj, for the ith attribute of the 7th example.","negative, positive"
,"we can evaluate the performance of a learning algorithm with a learning curve, as shown in figure 19.7. for this figure we have 100 examples at our disposal, which we split randomly into a training set and a test set. we learn a hypothesis h with the training set and measure its accuracy with the test set. we can do this starting with a training set of size 1 and increasing one at a time up to size 99. for each size, we actually repeat the process of randomly splitting into training and test sets 20 times, and average the results of the 20 trials. the curve shows that as the training set size grows, the accuracy increases. (for this reason, learning curves are also called happy graphs.) in this graph we reach 95% accuracy, and it looks as if the curve might continue to increase if we had more data.","learning curve, happy graphs"
,"the decision tree learning algorithm chooses the attribute with the highest importance. we will now show how to measure importance, using the notion of information gain, which is defined in terms of entropy, which is the fundamental quantity in information theory (shannon and weaver 1646)","entropy, information gain"
,"for decision trees, a technique called decision tree pruning combats overfitting. pruning works by eliminating nodes that are not clearly relevant. we start with a full tree, as generated by learn-decision-tree. we then look at a test node that has only leaf nodes as descendants. if the test appears to be irrelevant—detecting only noise in the data—then we eliminate the test, replacing it with a leaf node. we repeat this process, considering each test with only leaf descendants, until each one has either been pruned or accepted as is.",decision tree pruning
,"we can answer this question dy using a statistical significance test. ouch a test begins dy assuming that there is no underlying pattern (the so-called null hypothesis). then the actual data are analyzed to calculate the extent to which they deviate from a perfect absen« of pattern. if the degree of deviation is statistically unlikely (usually taken to mean a 5% probability or less), then that is considered to be good evidence for the presence of a significant pattern in the data. The probabilities are calculated from standard distributions of
the amount of deviation one would expect to see in random sampling.","significance test, null hypothesis"
,"one final warning: you might think that x” pruning and information gain look similar, so why not combine them using an approach called early stopping—have the decision tree algorithm stop generating nodes when there is no good attribute to split on, rather than going to all the trouble of generating nodes and then pruning them away. the problem wit early stopping is that it stops us from recognizing situations where there is no one good attribute, but there are combinations of attributes that are informative. for example, consider the xor function of two binary attributes. if there are roughly equal numbers of examples for all four combinations of input values, then neither attribute will be informative, yet the correct thing to do is to split on one of the attributes (it doesn’t matter which one), and then at the second level we will get splits that are very informative. early stopping would miss this, but generate-and-then-prune handles it correctly.",early stopping
,"a better way to deal with continuous values is a split point test—an inequality test on the value of an attribute. for example, at a given node in the tree, it might be the case that testing on weight > 160 gives the most information. efficient methods exist for finding good split points: start by sorting the values of the attribute, and then conside only split points that are between two examples in sorted order that have different classifications, while keeping track of the running totals of positive and negative examples on each side of the split point. splitting is the most expensive part of real- world decision tree learning applications. hd as aes his ere ste bae eis. meres egearreed spe cas sh bh, ere moe eeiccratacs, series tases",split point
,"continuous-valued output attribute: if we are trying to predict a numerical output value, such as the price of an apartment, then we need a regression tree rather than a classification tree. a regression tree has at each leaf a linear functio: of some subset of numerical attributes, rather than a single output value. for example the branch for two-bedroom apartments might end with a linear function of square footage and number of bathrooms. the learning algorithm must decide when to stop splitting and begin applying linear regression (see section 19.612) over the attributes. the name cart, standing for classification and regression trees, is used to cover both classes.","cart, regression tree"
,"decision trees have a lot going for them: ease of understanding, scalability to large data sets, and versatility in handling discrete and continuous inputs as well as classification and regression. however, they can have suboptimal accuracy (largely due to the greedy search), and if trees are very deep, then getting a prediction for a new example can be expensive in run time. decision trees are also unstable in that adding just one new example can change the test at the root, which changes the entire tree. in section 19.8.2! we will see that the random forest model can fix some of these issues.",unstable
,"suppose a researcher generates a hypotheses for one setting of the x” pruning hyperparameter, measures the error rates on the test set, and then tries different hyperparameters. no individual hypothesis has peeked at the test set data, but the o process did, through the researcher.","hyperparameters, error rate"
,"If there are no attributes left, but both positive and negative examples, it means that
these examples have exactly the same description, but different classifications. This
can happen because there is an error or noise in the data; because the domain is
nondeterministic; or because we can’t observe an attribute that would distinguish
the examples. The best we can do is return the most common output value of the
remaining examples.",noise
,"First we will make the assumption that the future examples will be like the past. We call this the stationarity assumption; without it, all bets are off. We assume that each example has the same prior probability distribution",Stationarity
,"If we are only going to create one hypothesis, then this approach is sufficient. But often we will end up creating multiple hypotheses: we might want to compare two completely different machine learning models, or we might want to adjust the various “knobs” within one model. For example, we could try different thresholds for χ2 pruning of decision trees,  or different degrees for polynomials. We call these “knobs” hyperparameters—parameters of the model class, not of the individual model.",hyperparameters
,"A validation set, also known as a development set or dev set, to evaluate the
candidate models and choose the best one.",Validation set
,"What if we don’t have enough data to make all three of these data sets? We can squeeze
more out of the data using a technique called k-fold cross-validation. The idea is that each
example serves double duty—as training data and validation data—but not at the same time.
First we split the data into k equal subsets. We then perform k rounds of learning; on each
round 1/k of the data are held out as a validation set and the remaining examples are used
as the training set. The average test set score of the k rounds should then be a better
estimate than a single score. Popular values for k are 5 and 10—enough to give an estimate
that is statistically likely to be accurate, at a cost of 5 to 10 times longer computation time.
The extreme is k = n, also known as leave-one-out cross-validation or LOOCV. Even with
cross-validation, we still need a separate test set.","K-fold cross-validation, LOOCV"
,"part of model selection is qualitative and subjective: we might select polynomials rathet than decision trees based on something that we know about the problem. and part is quantitative and empirical: within the class of polynomials, we might select degree = 2 because that value performs best on the validation data set.",model selection
